0,037986	302,990709
0,072002	302,973227
0,106019	302,955745
0,140035	302,938264
0,174052	302,920782
0,208068	302,903300
0,242085	302,885818
0,276102	302,868337
0,310118	302,850855
0,344135	302,833373
0,378151	302,815891
0,412168	302,798410
0,446184	302,780928
0,480201	302,763446
0,514217	302,745964
0,548234	302,728483
0,582251	302,711001
0,616267	302,693519
0,650284	302,676037
0,684300	302,658556
0,715224	302,642663
0,769015	304,196870
0,801812	302,598164
0,835828	302,580682
0,869845	302,563201
0,903862	302,545719
0,937878	302,528237
0,971895	302,510755
1,005911	302,493274
1,039928	302,475792
1,073944	302,458310
1,107961	302,440829
1,141977	302,423347
1,175994	302,405865
1,210011	302,388383
1,244027	302,370902
1,278044	302,353420
1,312060	302,335938
1,346077	302,318456
1,380093	302,300975
1,414110	302,283493
1,448127	302,266011
1,482143	302,248529
1,516160	302,231048
1,550176	302,213566
1,584193	302,196084
1,618209	302,178602
1,652226	302,161121
1,686242	302,143639
1,720259	302,126157
1,754276	302,108675
1,788292	302,091194
1,822309	302,073712
1,856325	302,056230
1,890342	302,038748
1,924358	302,021267
1,958375	302,003785
1,992391	301,986303
2,026408	301,968821
2,060425	301,951340
2,094441	301,933858
2,128458	301,916376
2,162474	301,898895
2,196491	301,881413
2,230507	301,863931
2,264524	301,846449
2,298540	301,828968
2,332557	301,811486
2,355750	301,799566
