0,0281786	62,9266547
0,0621952	62,9091730
0,0962117	62,8916912
0,1302283	62,8742095
0,1642448	62,8567277
0,1982614	62,8392460
0,2322780	62,8217643
0,2632021	62,8058718
0,3157731	62,7788545
0,3497897	62,7613728
0,3838063	62,7438910
0,4178228	62,7264093
0,4518394	62,7089276
0,4858559	62,6914458
0,5198725	62,6739641
0,5538890	62,6564823
0,5879056	62,6390006
0,6219222	62,6215188
0,6559387	62,6040371
0,6899553	62,5865554
0,7239718	62,5690736
0,7734505	62,5436456
0,8074670	62,5261639
0,8414836	62,5086821
0,8755001	62,4912004
0,9095167	62,4737187
0,9435332	62,4562369
0,9775498	62,4387552
1,0115663	62,4212734
1,0455829	62,4037917
1,0795995	62,3863099
1,1136160	62,3688282
1,1476326	62,3513465
1,1816491	62,3338647
1,2156657	62,3163830
1,2496822	62,2989012
1,2836988	62,2814195
1,3177154	62,2639378
1,3517319	62,2464560
1,3857485	62,2289743
1,4197650	62,2114925
1,4537816	62,1940108
1,4877981	62,1765290
1,5218147	62,1590473
1,5558313	62,1415656
1,5898478	62,1240838
1,6238644	62,1066021
1,6578809	62,0891203
1,6918984	61,9870472
1,7259240	61,1236514
1,7599405	61,1061696
1,7939571	61,0886879
1,8279737	61,0712061
1,8619902	61,0537244
1,8960122	60,5286942
1,9300333	60,0882555
1,9640498	60,0707737
1,9980664	60,0532920
2,0320829	60,0358102
2,0660995	60,0183285
2,1001160	60,0008467
2,1341326	59,9833650
2,1681492	59,9658833
2,2021657	59,9484015
2,2361823	59,9309198
2,2701988	59,9134380
2,3042154	59,8959563
2,3382319	59,8784745
2,3629673	60,2379627
