0,00175; 1,36486
0,00405; 1,59459
0,01112; 1,91892
0,01582; 2,16216
0,02052; 2,40541
0,03001; 2,68919
0,04658; 2,81793
0,08053; 2,93028
0,11450; 2,99121
0,14848; 3,02681
0,18247; 3,05371
0,21645; 3,08695
0,24888; 3,13640
0,26734; 3,34093
0,27962; 3,55199
0,29189; 3,76740
0,30395; 3,97503
0,31359; 4,16154
0,32565; 4,36249
0,33793; 4,57137
0,35021; 4,77155
0,36403; 4,98675
0,37785; 5,20020
0,39036; 5,39742
0,40396; 5,61252
0,41933; 5,80052
0,43625; 5,99837
0,45626; 6,19441
0,48090; 6,39680
0,51174; 6,57544
0,54569; 6,67038
0,57970; 6,65298
0,61219; 6,53334
0,64008; 6,34687
0,66179; 6,15649
0,68042; 5,95341
0,69750; 5,74133
0,71171; 5,52549
0,72238; 5,34924
0,73224; 5,16575
0,74572; 4,95106
0,76033; 4,73696
0,76596; 4,57159
0,77663; 4,37415
0,78465; 4,18864
0,79533; 3,98125
0,80336; 3,78306
0,81404; 3,57841
0,82206; 3,38096
0,83274; 3,18178
0,84253; 2,97538
0,85596; 2,75683
0,86963; 2,55389
0,89201; 2,35526
0,90595; 2,26170
0,94785; 1,81261
0,97883; 1,62548
1,01135; 1,44595
1,04540; 1,32727
1,07942; 1,25843
1,11344; 1,20305
1,14745; 1,16111
1,18146; 1,12867
1,21546; 1,10019
1,24947; 1,07487
1,28347; 1,05430
1,31747; 1,03373
1,35147; 1,02186
1,38548; 1,00524
1,41948; 0,99575
1,45348; 0,98467
1,48747; 0,97597
1,52147; 0,96727
1,55547; 0,96094
1,58947; 0,95144
1,62347; 0,94749
1,65746; 0,94749
1,69146; 0,94036
1,72546; 0,93562
1,75945; 0,93008
1,79345; 0,93008
1,82744; 0,92770
1,86144; 0,92217
1,89544; 0,92454
1,92943; 0,92137
1,96343; 0,91584
1,99743; 0,91425
2,03142; 0,91267
2,06542; 0,91267
2,09941; 0,91267
2,13341; 0,91188
2,16740; 0,91030
2,20140; 0,90397
2,23540; 0,90080
2,26939; 0,90397
2,30339; 0,90001
2,33738; 0,89606
2,37138; 0,89131
2,40117; 0,87838
2,43956; 0,87838
2,46595; 0,87838
2,48757; 0,81081
