0,09893; -0,45627
0,11295; -0,34640
0,15343; -0,18234
0,19402; -0,07950
0,23466; 0,00271
0,27164; -0,12597
0,29890; -0,28054
0,33697; -0,14655
0,36811; 0,05060
0,38621; 0,27190
0,40435; 0,47657
0,42245; 0,70153
0,43872; 0,91359
0,45316; 1,11183
0,46759; 1,31699
0,48202; 1,52445
0,49644; 1,73191
0,51087; 1,93707
0,52531; 2,13761
0,54157; 2,35383
0,55968; 2,57141
0,57966; 2,78529
0,60150; 2,99423
0,62522; 3,19217
0,65077; 3,39757
0,67633; 3,60429
0,69564; 3,75682
0,71523; 3,91508
0,75137; 4,19378
0,78039; 4,43584
0,81228; 4,62827
0,84735; 4,80436
0,88894; 4,87807
0,92502; 4,76417
0,94893; 4,55514
0,96046; 4,35269
0,97206; 4,11582
0,97620; 3,90030
0,98219; 3,68622
0,98819; 3,46660
0,99304; 3,20178
0,99815; 2,93512
1,00567; 2,67252
1,01201; 2,37132
1,01828; 2,13786
1,02799; 1,84072
1,03585; 1,57311
1,04852; 1,34371
1,05836; 1,13471
1,06860; 0,96191
1,08096; 0,75884
1,10406; 0,54186
1,13036; 0,31599
1,16918; 0,12782
1,21025; -0,00670
1,25119; -0,07580
1,29198; -0,06941
1,33272; -0,04038
1,37349; -0,02141
1,41426; -0,00748
1,45504; 0,00730
1,49580; 0,02626
1,53658; 0,03785
1,57736; 0,04944
1,61815; 0,05800
1,65894; 0,06271
1,69976; 0,05233
1,74057; 0,04999
1,78138; 0,04614
1,82218; 0,04918
1,86298; 0,05154
1,90378; 0,05138
1,94458; 0,05273
1,98540; 0,04671
2,02618; 0,05813
2,06695; 0,07374
2,10771; 0,09690
2,14846; 0,12090
2,18922; 0,14238
2,22996; 0,17309
2,27073; 0,19340
2,31149; 0,21488
2,35312; 0,26616
2,38625; 0,39690
