0,036603	142,832569
0,070618	142,927876
0,104635	142,910394
0,138651	142,892912
0,172668	142,875430
0,206684	142,857949
0,240701	142,840467
0,274718	142,822985
0,308734	142,805503
0,342751	142,788022
0,376767	142,770540
0,410784	142,753058
0,444800	142,735576
0,478817	142,718095
0,512833	142,700613
0,546850	142,683131
0,580867	142,665649
0,614883	142,648168
0,648900	142,630686
0,682916	142,613204
0,701471	142,603669
0,781877	142,223983
0,815890	142,544866
0,849907	142,527385
0,883923	142,509903
0,917940	142,492421
0,951956	142,474940
0,985973	142,457458
1,019989	142,439976
1,054006	142,422494
1,088022	142,405013
1,122039	142,387531
1,156056	142,370049
1,190072	142,352567
1,224089	142,335086
1,258105	142,317604
1,292122	142,300122
1,326138	142,282640
1,360155	142,265159
1,394171	142,247677
1,428188	142,230195
1,462205	142,212713
1,496221	142,195232
1,530238	142,177750
1,564254	142,160268
1,598271	142,142786
1,632287	142,125305
1,666304	142,107823
1,700321	142,090341
1,734337	142,072859
1,768354	142,055378
1,802370	142,037896
1,836387	142,020414
1,870403	142,002932
1,904420	141,985451
1,938436	141,967969
1,972453	141,950487
2,006470	141,933006
2,040486	141,915524
2,074503	141,898042
2,108519	141,880560
2,142536	141,863079
2,176552	141,845597
2,210569	141,828115
2,244585	141,810633
2,278602	141,793152
2,312619	141,775670
2,346635	141,758188
2,369828	141,746269
