	x	nu_anom
114	7.156250e-03	4.115565e+07
115	7.218750e-03	4.470560e+07
116	7.281250e-03	4.810156e+07
117	7.343750e-03	5.142282e+07
118	7.406250e-03	5.458822e+07
119	7.468750e-03	5.757411e+07
120	7.531250e-03	6.054660e+07
121	7.593750e-03	6.342819e+07
122	7.656250e-03	6.610693e+07
123	7.718750e-03	6.838474e+07
124	7.781250e-03	7.018513e+07
125	7.843750e-03	7.139464e+07
126	7.906250e-03	7.189623e+07
127	7.968750e-03	7.158538e+07
128	8.031250e-03	7.056679e+07
129	8.093750e-03	6.883230e+07
130	8.156250e-03	6.652326e+07
131	8.218750e-03	6.353581e+07
132	8.281250e-03	6.002332e+07
133	8.343750e-03	5.623250e+07
134	8.406250e-03	5.229055e+07
135	8.468750e-03	4.840599e+07
136	8.531250e-03	4.467765e+07
137	8.593750e-03	4.111653e+07
138	8.656250e-03	3.777410e+07
139	8.718750e-03	3.451268e+07
140	8.781250e-03	3.130705e+07
141	8.843750e-03	2.797487e+07
142	8.906250e-03	2.494060e+07
143	8.968750e-03	2.233266e+07
144	9.031250e-03	2.024406e+07
145	9.093750e-03	1.877067e+07
146	9.156250e-03	1.810168e+07
147	9.218750e-03	1.824066e+07
148	9.281250e-03	1.888034e+07
149	9.343750e-03	1.984062e+07
150	9.406250e-03	2.104498e+07
151	9.468750e-03	2.230506e+07
152	9.531250e-03	2.340947e+07
153	9.593750e-03	2.407832e+07
154	9.656250e-03	2.438730e+07
155	9.718750e-03	2.421317e+07
156	9.781250e-03	2.364475e+07
157	9.843750e-03	2.271574e+07
158	9.906250e-03	2.157838e+07
159	9.968750e-03	2.026984e+07
160	1.003125e-02	1.900533e+07
161	1.009375e-02	1.780950e+07
162	1.015625e-02	1.671111e+07
163	1.021875e-02	1.570809e+07
164	1.028125e-02	1.487158e+07
165	1.034375e-02	1.411554e+07
166	1.040625e-02	1.352354e+07
167	1.046875e-02	1.316011e+07
168	1.053125e-02	1.296340e+07
169	1.059375e-02	1.296463e+07
170	1.065625e-02	1.316686e+07
171	1.071875e-02	1.363684e+07
172	1.078125e-02	1.436282e+07
173	1.084375e-02	1.525933e+07
174	1.090625e-02	1.630747e+07
175	1.096875e-02	1.745941e+07
176	1.103125e-02	1.874669e+07
177	1.109375e-02	1.999101e+07
178	1.115625e-02	2.130439e+07
179	1.121875e-02	2.254286e+07
180	1.128125e-02	2.373452e+07
181	1.134375e-02	2.487471e+07
182	1.140625e-02	2.605098e+07
183	1.146875e-02	2.719618e+07
184	1.153125e-02	2.820267e+07
185	1.159375e-02	2.911066e+07
186	1.165625e-02	2.995888e+07
187	1.171875e-02	3.069391e+07
188	1.178125e-02	3.134879e+07
189	1.184375e-02	3.188418e+07
190	1.190625e-02	3.228645e+07
191	1.196875e-02	3.255897e+07
192	1.203125e-02	3.266835e+07
193	1.209375e-02	3.260036e+07
194	1.215625e-02	3.241564e+07
195	1.221875e-02	3.190130e+07
196	1.228125e-02	3.124314e+07
197	1.234375e-02	3.049856e+07
198	1.240625e-02	2.982318e+07
199	1.246875e-02	2.906283e+07
200	1.253125e-02	2.823777e+07
201	1.259375e-02	2.739633e+07
202	1.265625e-02	2.651972e+07
203	1.271875e-02	2.573271e+07
204	1.278125e-02	2.498319e+07
205	1.284375e-02	2.422865e+07
206	1.290625e-02	2.353733e+07
207	1.296875e-02	2.292967e+07
208	1.303125e-02	2.233462e+07
209	1.309375e-02	2.180491e+07
210	1.315625e-02	2.133748e+07
211	1.321875e-02	2.096447e+07
212	1.328125e-02	2.066728e+07
213	1.334375e-02	2.041070e+07
214	1.340625e-02	2.017623e+07
215	1.346875e-02	2.012581e+07
216	1.353125e-02	2.011792e+07
217	1.359375e-02	2.005583e+07
218	1.365625e-02	2.008474e+07
219	1.371875e-02	2.015866e+07
220	1.378125e-02	2.022850e+07
221	1.384375e-02	2.032422e+07
222	1.390625e-02	2.040888e+07
223	1.396875e-02	2.050520e+07
224	1.403125e-02	2.057174e+07
225	1.409375e-02	2.064148e+07
226	1.415625e-02	2.071105e+07
227	1.421875e-02	2.073684e+07
228	1.428125e-02	2.074256e+07
229	1.434375e-02	2.067173e+07
230	1.440625e-02	2.051216e+07
231	1.446875e-02	2.033764e+07
232	1.453125e-02	2.014712e+07
233	1.459375e-02	1.989664e+07
234	1.465625e-02	1.967302e+07
235	1.471875e-02	1.950891e+07
236	1.478125e-02	1.930805e+07
237	1.484375e-02	1.908461e+07
238	1.490625e-02	1.885012e+07
239	1.496875e-02	1.863692e+07
240	1.503125e-02	1.838509e+07
241	1.509375e-02	1.821009e+07
242	1.515625e-02	1.798042e+07
243	1.521875e-02	1.780939e+07
244	1.528125e-02	1.753479e+07
245	1.534375e-02	1.726055e+07
246	1.540625e-02	1.706902e+07
247	1.546875e-02	1.684546e+07
248	1.553125e-02	1.659944e+07
249	1.559375e-02	1.657959e+07
250	1.565625e-02	1.638653e+07
251	1.571875e-02	1.621317e+07
252	1.578125e-02	1.601630e+07
253	1.584375e-02	1.584234e+07
254	1.590625e-02	1.559432e+07
255	1.596875e-02	1.534520e+07
256	1.603125e-02	1.518143e+07
257	1.609375e-02	1.496354e+07
258	1.615625e-02	1.475309e+07
259	1.621875e-02	1.457917e+07
260	1.628125e-02	1.433486e+07
261	1.634375e-02	1.404522e+07
262	1.640625e-02	1.374079e+07
263	1.646875e-02	1.357889e+07
264	1.653125e-02	1.335880e+07
265	1.659375e-02	1.314422e+07
266	1.665625e-02	1.305201e+07
267	1.671875e-02	1.295863e+07
268	1.678125e-02	1.272019e+07
269	1.684375e-02	1.256712e+07
270	1.690625e-02	1.244621e+07
271	1.696875e-02	1.222596e+07
272	1.703125e-02	1.198145e+07
273	1.709375e-02	1.171141e+07
274	1.715625e-02	1.157039e+07
275	1.721875e-02	1.128671e+07
276	1.728125e-02	1.103854e+07
277	1.734375e-02	1.081562e+07
278	1.740625e-02	1.061133e+07
279	1.746875e-02	1.047285e+07
280	1.753125e-02	1.026842e+07
281	1.759375e-02	1.006056e+07
282	1.765625e-02	9.830968e+06
283	1.771875e-02	9.602407e+06
284	1.778125e-02	9.431838e+06
285	1.784375e-02	9.261976e+06
286	1.790625e-02	9.148907e+06
287	1.796875e-02	8.925148e+06
288	1.803125e-02	8.780794e+06
289	1.809375e-02	8.589847e+06
290	1.815625e-02	8.360086e+06
291	1.821875e-02	8.233653e+06
292	1.828125e-02	8.160849e+06
293	1.834375e-02	7.984154e+06
294	1.840625e-02	7.711907e+06
295	1.846875e-02	7.559863e+06
296	1.853125e-02	7.439678e+06
297	1.859375e-02	7.235740e+06
298	1.865625e-02	7.085425e+06
299	1.871875e-02	6.867225e+06
300	1.878125e-02	6.697130e+06
301	1.884375e-02	6.519931e+06
302	1.890625e-02	6.294113e+06
303	1.896875e-02	6.113743e+06
304	1.903125e-02	5.955337e+06
305	1.909375e-02	5.908111e+06
306	1.915625e-02	5.748322e+06
307	1.921875e-02	5.678868e+06
308	1.928125e-02	5.638541e+06
309	1.934375e-02	5.613418e+06
310	1.940625e-02	5.573855e+06
311	1.946875e-02	5.594432e+06
312	1.953125e-02	5.552766e+06
313	1.959375e-02	5.583176e+06
314	1.965625e-02	5.562580e+06
315	1.971875e-02	5.495733e+06
316	1.978125e-02	5.462645e+06
317	1.984375e-02	5.424446e+06
318	1.990625e-02	5.411534e+06
319	1.996875e-02	5.282435e+06
320	2.003125e-02	5.146339e+06
321	2.009375e-02	5.057406e+06
322	2.015625e-02	5.009539e+06
323	2.021875e-02	4.997420e+06
324	2.028125e-02	4.975029e+06
325	2.034375e-02	4.944045e+06
326	2.040625e-02	4.940526e+06
327	2.046875e-02	4.868408e+06
328	2.053125e-02	4.809966e+06
329	2.059375e-02	4.794639e+06
330	2.065625e-02	4.920652e+06
331	2.071875e-02	4.974643e+06
332	2.078125e-02	5.065892e+06
333	2.084375e-02	5.225293e+06
334	2.090625e-02	5.216201e+06
335	2.096875e-02	5.200362e+06
336	2.103125e-02	5.204525e+06
337	2.109375e-02	5.175692e+06
338	2.115625e-02	5.239235e+06
339	2.121875e-02	5.231022e+06
340	2.128125e-02	5.143094e+06
341	2.134375e-02	5.104724e+06
342	2.140625e-02	4.899643e+06
343	2.146875e-02	4.743707e+06
344	2.153125e-02	4.618797e+06
345	2.159375e-02	4.365055e+06
346	2.165625e-02	4.236381e+06
347	2.171875e-02	4.063333e+06
348	2.178125e-02	3.834814e+06
349	2.184375e-02	3.710362e+06
350	2.190625e-02	3.639102e+06
351	2.196875e-02	3.542622e+06
352	2.203125e-02	3.418231e+06
353	2.209375e-02	3.317473e+06
354	2.215625e-02	3.184997e+06
355	2.221875e-02	3.244178e+06
356	2.228125e-02	3.132870e+06
357	2.234375e-02	2.967053e+06
358	2.240625e-02	2.809130e+06
359	2.246875e-02	2.717160e+06
360	2.253125e-02	2.633387e+06
361	2.259375e-02	2.491410e+06
362	2.265625e-02	2.435572e+06
363	2.271875e-02	2.295328e+06
364	2.278125e-02	2.148150e+06
365	2.284375e-02	2.118850e+06
366	2.290625e-02	1.922519e+06
367	2.296875e-02	1.726937e+06
368	2.303125e-02	1.612716e+06
369	2.309375e-02	1.471644e+06
370	2.315625e-02	1.334447e+06
371	2.321875e-02	1.277059e+06
372	2.328125e-02	1.287890e+06
373	2.334375e-02	1.208890e+06
374	2.340625e-02	1.208716e+06
375	2.346875e-02	1.281461e+06
376	2.353125e-02	1.319134e+06
377	2.359375e-02	1.374751e+06
378	2.365625e-02	1.637964e+06
379	2.371875e-02	1.945708e+06
380	2.378125e-02	2.215704e+06
381	2.384375e-02	2.494611e+06
382	2.390625e-02	2.893755e+06
383	2.396875e-02	3.221044e+06
384	2.403125e-02	3.852791e+06
385	2.409375e-02	5.236226e+06
386	2.415625e-02	7.153940e+06
387	2.421875e-02	9.410012e+06
388	2.428125e-02	1.188089e+07
389	2.434375e-02	1.428916e+07
390	2.440625e-02	1.655047e+07
391	2.446875e-02	1.866764e+07
392	2.453125e-02	2.019733e+07
393	2.459375e-02	2.095257e+07
394	2.465625e-02	2.038846e+07
395	2.471875e-02	1.686642e+07
396	2.478125e-02	9.340168e+06
397	2.484375e-02	2.032118e+06
398	2.490625e-02	0.000000e+00
399	2.496875e-02	0.000000e+00
