0 10.804214239120483
3000 11.798712968826294
6000 12.800293684005737
9000 13.82669973373413
12000 14.826685190200806
15000 15.82721209526062
18000 16.822913885116577
21000 17.819217205047607
24000 18.823856830596924
27000 19.845030784606934
30000 20.853405475616455
33000 21.857266426086426
36000 22.866175651550293
39000 23.874430179595947
42000 24.893150091171265
45000 25.900522470474243
48000 26.89700150489807
51000 27.90253973007202
54000 28.90647840499878
57000 29.92076349258423
60000 30.92234230041504
63000 31.919055223464966
66000 32.92614698410034
69000 33.932188987731934
72000 34.95360231399536
75000 35.95893120765686
78000 36.95952868461609
81000 37.97459077835083
84000 38.97550439834595
87000 39.99795699119568
90000 40.99637818336487
93000 41.99008750915527
96000 42.99728846549988
99000 44.00573658943176
102000 45.02453541755676
105000 46.01979970932007
108000 47.017210721969604
111000 48.02193331718445
114000 49.046642541885376
117000 50.07022142410278
120000 51.08296823501587
123000 52.090776443481445
126000 53.10340714454651
129000 54.117112159729004
132000 55.11471104621887
135000 56.11410689353943
138000 57.110090017318726
141000 58.10812425613403
144000 59.10263633728027
147000 60.11561298370361
150000 61.106037855148315
153000 62.10244297981262
156000 63.10041785240173
159000 64.1042537689209
162000 65.11468720436096
165000 66.11328911781311
168000 67.10214328765869
171000 68.10118842124939
174000 69.10132765769958
177000 70.1152617931366
180000 71.09882497787476
183000 72.09608006477356
186000 73.09677147865295
189000 74.08900237083435
192000 75.08721351623535
195000 76.07739186286926
198000 77.07053446769714
201000 78.06682252883911
204000 79.05767273902893
207000 80.05314874649048
210000 81.04766511917114
213000 82.03712916374207
216000 83.05060482025146
219000 84.18743872642517
222000 85.24815607070923
225000 86.30877161026001
228000 87.35986113548279
231000 88.41700053215027
234000 89.55637335777283
237000 90.66921043395996
240000 91.74442887306213
243000 92.83090353012085
246000 94.01272797584534
249000 95.08109259605408
252000 96.13171529769897
255000 97.2082691192627
258000 98.25842356681824
261000 99.30154347419739
264000 100.37794423103333
