1.000000000000000048e-04	1.000000000000000048e-04	1.000000000000000048e-04	1.000000000000000048e-04	1.000000000000000048e-04	1.000000000000000048e-04	1.000000000000000048e-04	1.000000000000000048e-04	1.000000000000000048e-04	1.000000000000000048e-04	1.000000000000000048e-04	1.000000000000000048e-04	1.000000000000000048e-04	1.000000000000000048e-04	1.000000000000000048e-04	1.000000000000000048e-04	1.000000000000000048e-04	1.000000000000000048e-04	1.000000000000000048e-04	1.000000000000000048e-04
1.438449888287663054e-04	1.438449888287663054e-04	1.438449888287663054e-04	1.438449888287663054e-04	1.438449888287663054e-04	1.438449888287663054e-04	1.438449888287663054e-04	1.438449888287663054e-04	1.438449888287663054e-04	1.438449888287663054e-04	1.438449888287663054e-04	1.438449888287663054e-04	1.438449888287663054e-04	1.438449888287663054e-04	1.438449888287663054e-04	1.438449888287663054e-04	1.438449888287663054e-04	1.438449888287663054e-04	1.438449888287663054e-04	1.438449888287663054e-04
2.069138081114790220e-04	2.069138081114790220e-04	2.069138081114790220e-04	2.069138081114790220e-04	2.069138081114790220e-04	2.069138081114790220e-04	2.069138081114790220e-04	2.069138081114790220e-04	2.069138081114790220e-04	2.069138081114790220e-04	2.069138081114790220e-04	2.069138081114790220e-04	2.069138081114790220e-04	2.069138081114790220e-04	2.069138081114790220e-04	2.069138081114790220e-04	2.069138081114790220e-04	2.069138081114790220e-04	2.069138081114790220e-04	2.069138081114790220e-04
2.976351441631319315e-04	2.976351441631319315e-04	2.976351441631319315e-04	2.976351441631319315e-04	2.976351441631319315e-04	2.976351441631319315e-04	2.976351441631319315e-04	2.976351441631319315e-04	2.976351441631319315e-04	2.976351441631319315e-04	2.976351441631319315e-04	2.976351441631319315e-04	2.976351441631319315e-04	2.976351441631319315e-04	2.976351441631319315e-04	2.976351441631319315e-04	2.976351441631319315e-04	2.976351441631319315e-04	2.976351441631319315e-04	2.976351441631319315e-04
4.281332398719395606e-04	4.281332398719395606e-04	4.281332398719395606e-04	4.281332398719395606e-04	4.281332398719395606e-04	4.281332398719395606e-04	4.281332398719395606e-04	4.281332398719395606e-04	4.281332398719395606e-04	4.281332398719395606e-04	4.281332398719395606e-04	4.281332398719395606e-04	4.281332398719395606e-04	4.281332398719395606e-04	4.281332398719395606e-04	4.281332398719395606e-04	4.281332398719395606e-04	4.281332398719395606e-04	4.281332398719395606e-04	4.281332398719395606e-04
6.158482110660267470e-04	6.158482110660267470e-04	6.158482110660267470e-04	6.158482110660267470e-04	6.158482110660267470e-04	6.158482110660267470e-04	6.158482110660267470e-04	6.158482110660267470e-04	6.158482110660267470e-04	6.158482110660267470e-04	6.158482110660267470e-04	6.158482110660267470e-04	6.158482110660267470e-04	6.158482110660267470e-04	6.158482110660267470e-04	6.158482110660267470e-04	6.158482110660267470e-04	6.158482110660267470e-04	6.158482110660267470e-04	6.158482110660267470e-04
8.858667904100823477e-04	8.858667904100823477e-04	8.858667904100823477e-04	8.858667904100823477e-04	8.858667904100823477e-04	8.858667904100823477e-04	8.858667904100823477e-04	8.858667904100823477e-04	8.858667904100823477e-04	8.858667904100823477e-04	8.858667904100823477e-04	8.858667904100823477e-04	8.858667904100823477e-04	8.858667904100823477e-04	8.858667904100823477e-04	8.858667904100823477e-04	8.858667904100823477e-04	8.858667904100823477e-04	8.858667904100823477e-04	8.858667904100823477e-04
1.274274985703133418e-03	1.274274985703133418e-03	1.274274985703133418e-03	1.274274985703133418e-03	1.274274985703133418e-03	1.274274985703133418e-03	1.274274985703133418e-03	1.274274985703133418e-03	1.274274985703133418e-03	1.274274985703133418e-03	1.274274985703133418e-03	1.274274985703133418e-03	1.274274985703133418e-03	1.274274985703133418e-03	1.274274985703133418e-03	1.274274985703133418e-03	1.274274985703133418e-03	1.274274985703133418e-03	1.274274985703133418e-03	1.274274985703133418e-03
1.832980710832435561e-03	1.832980710832435561e-03	1.832980710832435561e-03	1.832980710832435561e-03	1.832980710832435561e-03	1.832980710832435561e-03	1.832980710832435561e-03	1.832980710832435561e-03	1.832980710832435561e-03	1.832980710832435561e-03	1.832980710832435561e-03	1.832980710832435561e-03	1.832980710832435561e-03	1.832980710832435561e-03	1.832980710832435561e-03	1.832980710832435561e-03	1.832980710832435561e-03	1.832980710832435561e-03	1.832980710832435561e-03	1.832980710832435561e-03
2.636650898730358294e-03	2.636650898730358294e-03	2.636650898730358294e-03	2.636650898730358294e-03	2.636650898730358294e-03	2.636650898730358294e-03	2.636650898730358294e-03	2.636650898730358294e-03	2.636650898730358294e-03	2.636650898730358294e-03	2.636650898730358294e-03	2.636650898730358294e-03	2.636650898730358294e-03	2.636650898730358294e-03	2.636650898730358294e-03	2.636650898730358294e-03	2.636650898730358294e-03	2.636650898730358294e-03	2.636650898730358294e-03	2.636650898730358294e-03
3.792690190732249909e-03	3.792690190732249909e-03	3.792690190732249909e-03	3.792690190732249909e-03	3.792690190732249909e-03	3.792690190732249909e-03	3.792690190732249909e-03	3.792690190732249909e-03	3.792690190732249909e-03	3.792690190732249909e-03	3.792690190732249909e-03	3.792690190732249909e-03	3.792690190732249909e-03	3.792690190732249909e-03	3.792690190732249909e-03	3.792690190732249909e-03	3.792690190732249909e-03	3.792690190732249909e-03	3.792690190732249909e-03	3.792690190732249909e-03
5.455594781168514665e-03	5.455594781168514665e-03	5.455594781168514665e-03	5.455594781168514665e-03	5.455594781168514665e-03	5.455594781168514665e-03	5.455594781168514665e-03	5.455594781168514665e-03	5.455594781168514665e-03	5.455594781168514665e-03	5.455594781168514665e-03	5.455594781168514665e-03	5.455594781168514665e-03	5.455594781168514665e-03	5.455594781168514665e-03	5.455594781168514665e-03	5.455594781168514665e-03	5.455594781168514665e-03	5.455594781168514665e-03	5.455594781168514665e-03
